,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
3868,23,1,216129,2,12,0,13,3,1,0,0,0,30,28, <=50K
3869,49,5,107425,11,14,0,0,3,1,1,0,0,35,28, <=50K
3870,24,5,611029,13,6,1,9,1,1,0,0,0,40,28, <=50K
3871,30,6,363032,15,9,1,1,1,4,0,0,0,40,28, <=50K
3872,38,5,170020,15,9,1,3,1,1,0,3137,0,45,28, <=50K
3873,34,5,137900,15,9,0,0,3,1,1,0,0,35,28, <=50K
3874,22,5,322674,1,10,0,8,5,1,0,0,0,40,28, <=50K
3875,30,5,23778,0,4,2,9,3,1,0,0,0,40,28, <=50K
3876,61,5,147845,0,4,1,11,1,1,0,0,0,31,28, <=50K
3877,36,5,175759,15,9,5,8,0,1,0,0,0,40,28, <=50K
3878,51,0,166459,6,11,1,8,1,1,0,0,0,40,28, <=50K
3879,43,5,128212,3,3,1,3,2,3,1,0,0,40,18, >50K
3880,54,8,127455,1,10,1,1,1,1,0,0,0,48,28, >50K
3881,63,5,134699,15,9,4,14,3,1,1,0,0,25,28, <=50K
3882,51,5,254230,1,10,1,8,1,1,0,0,0,40,28, >50K
3883,63,1,159715,13,6,1,3,1,1,0,0,0,40,28, <=50K
3884,51,6,116286,11,14,1,14,1,1,0,0,0,60,28, >50K
3885,27,5,146719,15,9,5,0,5,1,1,0,0,35,28, <=50K
3886,35,5,361888,2,12,1,7,1,1,0,0,0,40,28, >50K
3887,31,3,26553,4,13,1,10,2,1,1,0,0,25,28, >50K
3888,46,1,32825,15,9,2,13,0,1,0,0,0,40,28, <=50K
3889,53,5,225768,6,11,1,13,1,4,0,0,0,40,28, >50K
3890,26,8,393728,1,10,5,2,5,1,0,0,0,24,28, <=50K
3891,43,5,160369,15,9,0,3,5,1,0,0,0,40,28, <=50K
3892,39,5,191807,15,9,1,0,1,1,0,15024,0,50,28, >50K
3893,50,8,176969,15,9,5,14,3,1,0,0,1590,40,28, <=50K
3894,54,8,33863,15,9,1,2,1,1,0,0,0,40,28, >50K
3895,62,3,182687,1,10,1,10,2,1,1,0,0,45,28, >50K
3896,57,4,141459,1,10,5,14,0,1,1,0,0,40,28, <=50K
3897,19,3,174233,1,10,0,10,5,4,0,0,0,24,28, <=50K
3898,29,6,95393,15,9,0,5,5,1,0,0,0,20,28, <=50K
3899,20,5,221095,15,9,0,13,4,4,0,0,0,40,28, <=50K
3900,53,5,104501,4,13,1,8,1,1,0,0,1902,55,28, >50K
3901,18,3,437851,1,10,0,10,5,1,0,0,0,40,28, <=50K
3902,22,3,131230,1,10,0,10,5,1,0,0,0,40,28, <=50K
3903,23,5,495888,15,9,0,5,3,1,0,0,0,40,29, <=50K
3904,69,5,185691,12,7,1,2,1,1,0,0,0,20,28, <=50K
3905,56,5,201822,0,4,1,9,1,1,0,0,2002,40,28, <=50K
3906,53,6,549341,4,13,1,14,1,4,0,0,0,35,28, <=50K
3907,28,5,247445,15,9,0,2,3,1,0,0,0,40,28, <=50K
3908,28,5,199566,4,13,1,5,1,4,0,0,0,40,28, <=50K
3909,33,0,139057,15,9,1,8,1,3,0,0,0,84,5, >50K
3910,48,5,185039,15,9,5,0,0,1,1,0,0,30,28, <=50K
3911,61,5,166124,15,9,1,13,1,1,0,0,0,40,28, >50K
3912,49,5,82649,4,13,1,14,1,1,0,5013,0,45,28, <=50K
3913,48,5,109275,1,10,1,8,1,1,0,0,0,40,28, <=50K
3914,32,5,408328,0,4,1,13,1,1,0,0,0,40,28, <=50K
3915,51,5,186338,15,9,1,13,1,1,0,0,0,40,28, >50K
3916,27,3,130856,4,13,0,10,3,1,0,0,0,40,28, <=50K
3917,19,5,251579,1,10,0,5,5,1,0,0,0,14,28, <=50K
3918,47,5,76612,15,9,1,14,1,1,0,0,0,50,28, <=50K
3919,25,5,22546,4,13,0,11,5,1,0,0,0,60,28, <=50K
3920,72,5,53684,1,10,1,1,1,4,0,0,0,40,28, <=50K
3921,29,5,183627,12,7,5,13,3,1,0,0,0,40,28, <=50K
3922,22,5,73203,15,9,0,2,5,1,1,0,0,40,28, <=50K
3923,57,5,108426,15,9,1,5,1,4,0,0,0,48,22, <=50K
3924,50,5,116287,2,12,1,2,1,1,0,0,0,60,6, <=50K
3925,45,0,145697,1,10,1,0,1,1,0,0,0,30,28, <=50K
3926,52,5,326156,1,10,5,14,3,1,0,0,0,40,28, >50K
3927,53,5,201127,11,14,1,8,1,1,0,0,0,48,28, >50K
3928,36,5,250791,15,9,1,9,1,1,0,0,0,48,28, <=50K
3929,46,5,328216,15,9,1,13,1,1,0,0,0,40,28, >50K
3930,20,5,400443,15,9,0,0,5,1,1,0,0,20,28, <=50K
3931,75,5,95985,3,3,4,5,0,4,0,0,0,10,28, <=50K
3932,32,6,127651,15,9,1,13,1,1,0,0,0,40,28, >50K
3933,28,5,250679,15,9,1,13,1,1,0,0,0,40,28, <=50K
3934,53,5,103950,11,14,5,14,3,1,1,0,0,40,28, <=50K
3935,17,5,200199,12,7,0,0,5,1,1,0,0,35,28, <=50K
3936,46,4,295791,6,11,5,2,0,1,1,0,0,38,28, <=50K
3937,39,5,191841,2,12,2,14,3,1,1,0,0,30,28, <=50K
3938,38,5,82622,1,10,5,13,0,1,0,0,0,40,28, <=50K
3939,36,5,160728,15,9,1,3,1,1,0,0,0,60,28, <=50K
3940,63,6,109849,4,13,0,14,3,4,1,0,0,21,28, <=50K
3941,28,5,339897,8,2,1,3,1,1,0,0,0,43,27, <=50K
3942,28,3,37215,4,13,0,10,5,1,0,0,0,45,28, <=50K
3943,49,5,371299,15,9,0,2,0,1,1,0,0,35,28, <=50K
3944,43,5,421837,1,10,1,3,1,1,0,0,0,40,27, <=50K
3945,38,5,29702,4,13,1,8,1,1,0,0,0,45,28, >50K
3946,39,5,117381,15,9,0,7,3,1,0,0,0,62,22, <=50K
3947,42,3,240027,15,9,5,10,3,4,1,0,0,40,28, <=50K
3948,40,5,338740,15,9,1,8,1,1,0,0,0,40,28, <=50K
3949,45,3,28359,15,9,2,10,0,1,1,0,0,10,28, <=50K
3950,29,3,315026,15,9,5,10,0,1,1,0,0,40,28, <=50K
3951,24,8,314525,4,13,0,14,3,1,0,0,1741,45,28, <=50K
3952,30,5,173005,1,10,1,7,1,1,0,0,0,50,28, >50K
3953,44,5,286750,1,10,1,11,1,4,0,0,0,40,28, <=50K
3954,40,5,163985,15,9,1,0,1,1,0,0,0,24,28, <=50K
3955,30,5,219318,15,9,0,3,4,1,1,0,0,35,21, <=50K
3956,42,5,44121,11,14,5,14,3,1,1,0,1876,40,28, <=50K
3957,52,1,103794,6,11,5,14,3,1,1,0,0,35,28, <=50K
3958,42,5,310632,1,10,1,13,1,4,0,0,0,40,28, >50K
3959,39,5,153976,1,10,1,13,1,1,0,0,0,52,28, >50K
3960,43,5,174575,1,10,5,14,0,1,0,0,0,45,28, <=50K
3961,62,1,82388,15,9,1,13,1,1,0,10566,0,40,28, <=50K
3962,30,5,207253,6,11,1,13,1,1,0,0,0,40,22, <=50K
3963,83,3,251951,15,9,4,10,3,1,1,0,0,20,28, <=50K
3964,39,5,746786,4,13,1,14,1,1,0,0,0,55,28, >50K
3965,41,5,308296,15,9,1,11,2,1,1,0,0,20,28, <=50K
3966,49,5,101825,11,14,1,14,2,1,1,0,1977,40,28, >50K
3967,25,5,109009,12,7,1,13,1,1,0,0,0,40,28, <=50K
3968,48,5,413363,12,7,1,11,1,1,0,0,2002,40,28, <=50K
3969,59,3,117751,2,12,5,10,3,1,0,0,0,8,28, <=50K
3970,44,4,296326,4,13,0,2,3,1,0,0,0,40,28, <=50K
3971,36,5,208358,5,5,5,9,3,1,0,4650,0,56,28, <=50K
3972,40,5,120277,15,9,0,9,5,1,0,0,0,40,9, <=50K
3973,21,5,193219,15,9,0,2,5,4,1,0,0,35,11, <=50K
3974,41,5,86399,1,10,2,2,3,1,1,0,0,38,28, <=50K
3975,24,5,215251,4,13,0,8,3,1,1,0,0,50,28, <=50K
3976,67,1,124470,15,9,1,12,1,1,0,0,0,60,28, <=50K
3977,24,5,228649,4,13,0,2,5,1,0,0,0,38,28, <=50K
3978,50,1,386397,4,13,1,0,1,1,0,0,0,60,28, <=50K
3979,48,5,96798,11,14,5,0,3,1,0,0,0,35,28, <=50K
3980,55,3,106707,2,12,1,10,1,4,0,0,0,20,28, >50K
3981,29,5,159768,15,9,0,3,3,1,0,3325,0,40,37, <=50K
3982,50,5,139464,4,13,5,14,0,1,1,0,0,36,9, <=50K
3983,64,4,550848,13,6,1,8,1,1,0,0,0,40,28, >50K
3984,49,5,68505,5,5,5,5,3,4,0,0,0,37,28, <=50K
3985,20,5,122215,15,9,0,5,5,4,0,0,0,52,28, <=50K
3986,30,5,159442,15,9,2,2,3,1,1,0,0,40,28, <=50K
3987,37,5,80638,4,13,1,5,1,3,0,0,0,30,4, <=50K
3988,52,5,192390,15,9,1,3,1,1,0,0,0,40,28, >50K
3989,22,5,191324,1,10,0,1,5,1,0,0,0,25,28, <=50K
3990,77,3,147284,15,9,4,10,3,1,1,0,0,14,28, <=50K
3991,19,4,73009,1,10,0,2,5,1,0,0,0,15,28, <=50K
3992,52,5,177858,15,9,5,13,4,1,0,0,0,55,28, >50K
3993,42,5,163003,4,13,3,7,5,3,1,0,0,40,28, <=50K
3994,35,5,95551,15,9,2,8,3,1,1,0,0,36,28, <=50K
3995,27,5,125298,1,10,0,2,0,1,1,0,0,50,28, <=50K
3996,54,4,198186,15,9,0,5,3,4,1,0,0,38,28, <=50K
3997,37,5,295949,15,9,1,13,1,1,0,0,1628,40,28, <=50K
3998,37,5,182668,13,6,1,11,1,1,0,0,0,35,28, <=50K
3999,28,5,124905,0,4,1,13,1,1,0,0,0,30,28, <=50K
4000,63,5,171635,4,13,1,0,1,1,0,0,0,40,28, <=50K
4001,19,5,376240,15,9,0,3,5,1,0,0,0,42,28, <=50K
4002,28,5,157391,4,13,0,0,5,1,1,0,0,40,28, <=50K
4003,23,3,114357,1,10,0,10,3,1,0,0,0,40,28, <=50K
4004,44,5,178134,10,15,0,14,3,1,1,0,0,40,28, >50K
4005,31,5,207201,1,10,1,13,1,1,0,0,0,40,28, >50K
4006,35,5,124483,4,13,0,0,3,3,0,0,0,50,36, >50K
4007,64,5,102103,15,9,5,6,3,1,1,0,0,50,28, <=50K
4008,40,5,92036,15,9,1,9,1,1,0,0,0,40,28, >50K
4009,59,6,236426,2,12,5,14,3,1,1,0,0,50,28, <=50K
4010,22,5,400966,1,10,0,2,5,1,1,0,0,40,28, <=50K
4011,40,5,404573,1,10,0,0,3,1,1,0,0,44,28, <=50K
4012,35,5,227571,0,4,1,9,1,1,0,0,0,40,27, <=50K
4013,20,5,145917,1,10,0,2,5,1,1,0,0,15,28, <=50K
4014,35,6,190226,15,9,0,1,5,1,0,0,0,40,28, <=50K
4015,28,5,356555,1,10,1,8,1,1,0,0,0,48,28, <=50K
4016,28,5,66473,15,9,5,3,5,1,0,0,0,40,28, <=50K
4017,37,3,172256,1,10,1,10,1,1,0,0,0,20,28, <=50K
4018,72,3,118902,7,16,1,10,1,1,0,0,2392,6,28, >50K
4019,25,0,163039,2,12,0,0,3,1,0,0,0,60,28, <=50K
4020,37,5,89559,15,9,5,2,0,1,1,0,0,40,28, <=50K
4021,19,3,35507,1,10,0,10,5,1,1,0,0,45,28, <=50K
4022,31,5,163303,6,11,5,0,5,1,1,0,0,38,28, <=50K
4023,41,5,192712,15,9,0,2,4,1,1,0,0,40,28, <=50K
4024,31,5,381153,13,6,1,7,1,1,0,0,0,40,28, >50K
4025,44,5,222434,15,9,1,13,1,1,0,0,0,40,28, <=50K
4026,20,5,34706,1,10,0,8,3,4,0,0,0,47,28, <=50K
4027,57,1,47857,1,10,1,12,1,1,0,0,0,50,28, <=50K
4028,26,5,195216,15,9,5,5,3,1,1,0,0,12,28, <=50K
4029,44,0,103643,15,9,1,8,1,1,0,5013,0,60,10, <=50K
4030,29,6,329426,15,9,0,1,3,1,0,0,0,40,28, <=50K
4031,36,5,183612,15,9,1,14,1,1,0,0,1977,40,28, >50K
4032,40,5,184105,6,11,1,13,1,1,0,0,0,40,28, >50K
4033,21,5,211385,2,12,0,5,3,4,0,0,0,35,11, <=50K
4034,21,5,61777,1,10,0,13,3,1,0,0,0,70,28, <=50K
4035,34,1,320194,10,15,2,14,0,1,0,0,0,48,28, >50K
4036,24,5,199444,4,13,0,8,5,1,1,0,0,15,28, <=50K
4037,28,5,312588,13,6,5,5,3,1,1,0,0,40,28, <=50K
4038,35,5,168675,15,9,2,11,5,1,0,0,0,50,28, <=50K
4039,35,5,87556,15,9,5,13,3,1,0,0,0,40,28, <=50K
4040,38,4,220421,4,13,0,8,3,1,1,0,0,40,28, <=50K
4041,44,8,404599,15,9,5,2,0,4,1,0,0,40,28, <=50K
4042,39,5,99065,4,13,1,9,2,1,1,0,0,40,40, >50K
4043,57,6,109973,15,9,5,5,3,1,1,0,0,40,28, <=50K
4044,19,5,246652,1,10,0,0,5,1,1,0,0,40,28, <=50K
4045,29,5,57423,6,11,1,3,1,1,0,0,0,48,28, <=50K
4046,23,5,291248,15,9,0,3,4,4,0,0,0,40,28, <=50K
4047,50,5,163708,15,9,4,5,0,1,1,0,0,40,28, <=50K
4048,51,1,240358,1,10,1,13,1,1,0,0,0,20,28, <=50K
4049,28,5,25955,6,11,5,13,3,0,0,0,0,40,28, <=50K
4050,44,5,101593,4,13,1,0,1,1,0,0,0,60,28, <=50K
4051,29,1,227890,4,13,0,14,3,4,0,0,0,40,28, <=50K
4052,31,5,225053,15,9,5,11,3,1,0,0,0,45,28, <=50K
4053,27,5,228472,4,13,1,13,1,1,0,0,0,45,28, >50K
4054,34,5,245378,4,13,1,8,1,1,0,0,0,45,28, <=50K
4055,50,0,156623,10,15,1,14,1,3,0,7688,0,50,38, >50K
4056,27,5,35032,1,10,1,9,1,1,0,0,0,40,28, >50K
4057,31,5,258849,6,11,0,2,0,4,1,0,0,40,28, <=50K
4058,46,5,190115,2,12,1,13,1,1,0,0,0,40,28, >50K
4059,39,5,63910,1,10,0,2,5,3,1,0,0,40,28, <=50K
4060,40,5,510072,4,13,1,0,1,1,0,0,0,55,28, >50K
4061,28,5,210867,12,7,5,0,5,1,0,0,0,40,28, <=50K
4062,18,5,263024,15,9,0,0,5,1,1,0,0,40,28, <=50K
4063,51,5,306785,15,9,5,2,3,1,1,0,0,40,28, <=50K
4064,58,0,104333,15,9,5,0,3,1,0,0,0,50,28, <=50K
4065,66,5,340734,15,9,1,0,1,1,0,0,0,40,28, <=50K
4066,36,1,288585,15,9,1,5,2,3,1,0,0,20,30, <=50K
4067,38,5,241765,12,7,5,9,3,1,1,0,0,60,28, <=50K
4068,25,5,111058,2,12,0,8,5,1,0,0,0,40,28, <=50K
4069,25,5,104662,15,9,0,5,0,1,1,0,0,22,28, <=50K
4070,90,5,313986,12,7,0,9,5,1,0,0,0,40,28, <=50K
4071,41,6,52037,1,10,5,2,0,1,1,0,0,40,28, <=50K
4072,34,3,146589,15,9,0,10,0,4,1,0,0,40,28, <=50K
4073,33,5,131776,4,13,5,14,0,1,1,914,0,40,0, <=50K
4074,33,5,254221,15,9,0,2,3,1,1,0,0,40,28, <=50K
4075,35,5,152909,4,13,1,8,1,1,0,0,1887,45,28, >50K
4076,39,1,211785,15,9,0,13,5,4,1,0,0,20,28, <=50K
4077,59,5,160362,15,9,1,0,1,1,0,0,0,60,28, <=50K
4078,19,5,387215,1,10,0,7,5,1,0,0,1719,16,28, <=50K
4079,39,5,187046,15,9,1,0,1,1,0,4064,0,38,28, <=50K
4080,19,3,208874,1,10,0,10,5,1,0,0,0,40,28, <=50K
4081,27,5,169631,15,9,0,9,5,1,1,0,0,40,28, <=50K
4082,52,5,202956,0,4,1,13,1,1,0,0,0,40,28, <=50K
4083,59,1,80467,15,9,5,5,5,1,1,0,0,24,28, <=50K
4084,28,5,407672,1,10,5,13,0,1,1,0,0,40,28, <=50K
4085,37,5,243425,15,9,5,5,4,1,1,0,0,50,24, <=50K
4086,50,3,174964,13,6,1,10,1,1,0,0,0,99,28, <=50K
4087,36,5,347491,4,13,1,8,1,1,0,0,0,50,28, >50K
4088,34,5,146161,4,13,1,14,1,1,0,0,0,60,28, >50K
4089,23,5,449432,1,10,0,2,5,1,0,0,0,40,28, <=50K
4090,19,3,175499,12,7,0,10,5,1,1,0,0,30,28, <=50K
4091,33,5,288825,15,9,5,13,3,1,0,0,2258,84,28, <=50K
4092,27,6,134813,11,14,0,14,5,1,0,0,0,52,28, <=50K
4093,31,6,190401,11,14,1,14,1,1,0,0,0,40,28, <=50K
4094,21,5,260617,13,6,1,3,1,1,0,0,0,36,28, <=50K
4095,31,5,45604,15,9,1,8,1,1,0,0,0,54,28, <=50K
4096,59,5,67841,15,9,1,9,1,1,0,0,0,40,28, >50K
4097,40,6,244522,11,14,1,14,1,1,0,0,1902,48,28, >50K
4098,19,5,430471,12,7,0,9,5,1,0,0,0,40,28, <=50K
4099,47,5,194698,15,9,1,11,1,1,0,0,0,50,28, <=50K
4100,34,5,94235,4,13,0,13,0,1,0,0,0,40,28, <=50K
4101,57,5,188330,15,9,1,5,1,1,0,0,0,78,28, <=50K
4102,51,6,146181,5,5,1,11,1,4,0,0,0,40,28, <=50K
4103,21,5,177125,1,10,0,9,3,1,0,0,0,20,28, <=50K
4104,30,0,68330,1,10,1,0,1,1,0,0,0,50,28, <=50K
4105,46,5,95636,1,10,5,9,3,1,0,0,0,45,28, <=50K
4106,40,5,238329,4,13,0,0,3,1,1,0,0,45,28, <=50K
4107,52,5,416129,14,1,1,5,3,1,0,0,0,40,29, <=50K
4108,23,5,285004,4,13,0,0,3,3,0,0,0,50,5, <=50K
4109,90,3,256514,4,13,4,10,4,1,1,991,0,10,28, <=50K
4110,25,5,186294,15,9,0,2,3,1,1,0,0,50,28, <=50K
4111,43,5,188786,1,10,5,11,3,1,0,0,0,45,28, <=50K
4112,38,4,31352,1,10,5,1,0,0,1,0,0,40,28, >50K
4113,22,5,197613,6,11,0,5,3,1,1,0,0,30,28, <=50K
4114,33,6,161942,4,13,0,2,3,1,1,1055,0,40,28, <=50K
4115,34,5,275438,1,10,1,14,1,1,0,5178,0,40,28, >50K
4116,65,5,361721,6,11,1,11,1,1,0,0,0,20,28, <=50K
4117,50,5,144968,15,9,0,7,5,1,0,0,0,15,28, <=50K
4118,29,5,190539,4,13,0,0,3,1,0,6849,0,48,28, <=50K
4119,25,5,178037,15,9,1,11,1,1,0,0,0,40,28, <=50K
4120,54,5,306985,1,10,5,2,3,1,1,0,0,40,28, <=50K
4121,49,5,87928,15,9,1,2,1,1,0,0,0,40,28, >50K
4122,44,5,242619,1,10,1,3,1,1,0,0,0,40,28, <=50K
4123,24,5,154165,5,5,5,5,5,1,1,0,0,40,28, <=50K
4124,25,5,511331,4,13,0,0,3,1,0,0,0,38,28, <=50K
4125,65,6,221026,15,9,1,11,1,1,0,0,0,20,28, <=50K
4126,56,1,222182,15,9,1,8,1,4,0,0,0,45,28, <=50K
4127,39,1,126569,10,15,1,14,1,1,0,15024,0,60,28, >50K
4128,23,5,202344,4,13,0,14,5,1,1,0,0,40,28, <=50K
4129,20,5,190423,1,10,0,5,3,1,1,0,0,20,28, <=50K
4130,24,5,238917,3,3,0,13,0,1,0,0,0,40,29, <=50K
4131,41,5,221947,1,10,1,8,1,1,0,0,1887,50,28, >50K
4132,40,0,37997,1,10,1,12,1,1,0,0,0,50,28, <=50K
4133,55,5,147098,15,9,1,13,1,1,0,0,0,50,28, >50K
4134,38,5,278253,15,9,5,2,0,1,1,0,0,48,28, <=50K
4135,23,5,195411,15,9,0,2,0,4,1,0,0,40,28, <=50K
4136,44,5,76196,4,13,1,8,1,1,0,0,0,50,28, <=50K
4137,45,5,120131,1,10,1,13,1,1,0,0,1887,40,28, >50K
4138,20,1,186014,1,10,0,2,5,1,1,0,0,12,0, <=50K
4139,29,5,205903,15,9,0,5,5,1,0,0,0,40,28, <=50K
4140,43,4,125405,15,9,1,1,1,1,0,0,0,40,28, <=50K
4141,30,5,219838,9,8,5,3,3,1,0,0,0,40,28, <=50K
4142,28,4,19395,1,10,0,2,3,1,1,0,0,38,28, <=50K
4143,31,5,223327,15,9,1,8,1,1,0,0,0,40,28, >50K
4144,52,5,114062,15,9,5,13,0,1,1,0,0,40,28, <=50K
4145,36,5,95654,4,13,1,14,2,1,1,0,0,50,41, >50K
4146,38,5,177305,15,9,1,13,1,1,0,0,0,45,28, <=50K
4147,66,3,299616,1,10,1,10,1,1,0,0,0,40,28, <=50K
4148,63,1,117681,6,11,1,12,1,1,0,0,0,40,28, <=50K
4149,21,5,237651,1,10,0,5,5,1,0,0,0,35,28, <=50K
4150,33,4,150570,15,9,5,2,3,1,0,0,0,40,28, <=50K
4151,46,4,106705,1,10,5,14,0,1,1,1506,0,50,28, <=50K
4152,20,3,174714,1,10,0,10,5,1,0,0,0,20,28, <=50K
4153,47,0,175958,4,13,0,0,3,1,0,3325,0,60,28, <=50K
4154,33,5,144064,7,16,1,14,1,1,0,0,0,55,28, >50K
4155,66,3,107112,0,4,0,10,4,4,0,0,0,30,28, <=50K
4156,20,5,54152,1,10,0,2,5,1,1,0,0,30,36, <=50K
4157,28,5,152951,15,9,5,9,3,1,0,0,0,40,28, <=50K
4158,46,5,190487,15,9,5,6,0,1,1,0,0,28,37, <=50K
4159,25,5,306666,1,10,1,0,1,4,0,0,0,45,28, <=50K
4160,37,5,195148,15,9,1,13,5,1,0,3137,0,40,28, <=50K
4161,31,1,226624,5,5,1,13,1,1,0,0,0,60,28, <=50K
4162,49,5,157569,15,9,1,13,1,1,0,0,0,40,28, <=50K
4163,22,4,22966,1,10,3,7,0,1,0,0,0,20,28, <=50K
4164,52,5,379682,6,11,1,5,2,1,1,0,0,20,28, >50K
4165,29,5,446559,2,12,1,8,2,1,1,0,0,50,28, <=50K
4166,18,5,41794,12,7,0,5,5,1,1,0,0,20,28, <=50K
4167,31,6,90409,1,10,1,8,1,1,0,0,0,35,28, <=50K
4168,23,5,125491,1,10,0,5,3,3,1,0,0,35,18, <=50K
4169,27,3,129661,6,11,1,10,2,0,1,0,0,40,28, >50K
4170,54,1,104748,13,6,1,0,1,1,0,0,0,65,28, <=50K
4171,50,6,169182,15,9,5,5,0,1,1,0,0,49,39, <=50K
4172,46,5,324655,11,14,1,7,1,1,0,0,1902,40,36, >50K
4173,24,5,122272,4,13,0,12,5,1,1,0,0,40,28, <=50K
4174,17,3,114798,12,7,0,10,5,1,1,0,0,18,28, <=50K
4175,49,0,289707,15,9,2,5,3,1,0,0,0,45,28, <=50K
4176,54,6,137691,15,9,1,13,1,1,0,0,0,40,28, >50K
4177,41,5,84610,4,13,1,8,1,1,0,0,1902,60,28, >50K
4178,49,5,166789,15,9,1,2,1,1,0,0,0,40,28, <=50K
4179,36,6,348728,4,13,0,14,3,1,1,0,0,35,28, <=50K
4180,23,5,348092,15,9,0,11,5,4,0,0,0,40,15, <=50K
4181,63,5,154526,1,10,4,5,3,1,1,0,0,40,28, <=50K
4182,67,5,288371,15,9,1,0,1,1,0,0,0,40,31, >50K
4183,23,5,182342,15,9,0,13,3,1,0,0,0,40,28, <=50K
4184,22,5,244366,4,13,0,14,5,1,0,0,0,40,28, <=50K
4185,66,5,102423,6,11,1,2,1,1,0,0,0,30,28, <=50K
4186,25,5,259688,12,7,1,13,1,1,0,0,0,50,28, <=50K
4187,30,5,98733,1,10,5,3,0,1,1,0,0,20,28, <=50K
4188,35,5,174856,15,9,1,11,1,1,0,2885,0,40,28, <=50K
4189,67,1,141797,0,4,1,8,1,1,0,0,0,40,28, <=50K
4190,30,5,327202,9,8,0,13,3,4,0,0,0,40,28, <=50K
4191,26,5,76996,1,10,0,3,3,4,1,0,0,38,28, <=50K
4192,34,5,260560,15,9,1,3,1,1,0,0,0,40,28, <=50K
4193,21,5,370990,1,10,0,0,5,1,0,0,0,40,28, <=50K
4194,18,5,129010,9,8,0,13,5,1,0,0,0,10,28, <=50K
4195,21,5,452640,15,9,0,13,3,1,0,0,0,40,28, <=50K
4196,76,0,120796,5,5,1,14,1,1,0,0,0,40,28, <=50K
4197,51,8,45334,1,10,1,1,1,3,0,0,0,70,36, <=50K
4198,26,5,229523,15,9,1,3,2,1,1,0,0,56,28, <=50K
4199,18,5,127388,9,8,0,5,3,1,1,0,0,25,28, <=50K
4200,18,3,395567,12,7,0,10,5,1,0,0,0,40,28, <=50K
4201,34,5,119422,6,11,1,3,1,1,0,0,1672,50,28, <=50K
4202,59,5,193895,15,9,5,8,3,1,1,0,0,40,28, <=50K
4203,55,5,163083,4,13,2,8,3,1,0,14084,0,45,28, >50K
4204,33,1,155343,1,10,0,12,3,1,0,0,0,72,28, <=50K
4205,25,5,73895,15,9,0,5,5,1,1,0,0,10,28, <=50K
4206,48,5,107682,15,9,4,3,3,1,1,0,0,10,28, <=50K
4207,64,5,321166,4,13,5,0,3,1,1,0,0,5,28, <=50K
4208,47,6,154940,11,14,0,14,3,1,1,0,0,45,28, >50K
4209,26,5,103700,1,10,0,7,5,1,1,0,0,40,28, <=50K
4210,36,5,63509,2,12,1,14,1,1,0,0,0,48,28, >50K
4211,21,5,243842,15,9,1,12,1,1,0,0,0,40,28, <=50K
4212,54,3,187221,0,4,0,10,3,1,1,0,0,25,28, <=50K
4213,30,5,58597,15,9,0,3,5,1,0,0,0,44,28, <=50K
4214,41,1,190290,15,9,5,13,3,1,0,0,0,40,28, <=50K
4215,53,3,158352,11,14,0,10,3,1,1,8614,0,35,28, >50K
4216,34,5,62165,1,10,0,0,4,4,0,0,0,30,28, <=50K
4217,20,3,307149,1,10,0,10,5,1,1,0,0,35,28, <=50K
4218,24,5,280134,13,6,0,0,3,1,0,0,0,49,29, <=50K
4219,26,5,118736,4,13,0,14,3,1,1,0,0,20,28, <=50K
4220,25,5,171114,15,9,0,2,3,1,1,0,0,48,28, <=50K
4221,35,5,169638,1,10,5,0,0,1,1,0,0,36,28, <=50K
4222,41,5,125461,1,10,5,13,3,1,0,0,0,40,28, >50K
4223,33,5,145434,12,7,0,13,5,1,0,0,0,40,28, <=50K
4224,18,5,152182,1,10,0,5,5,1,1,0,0,25,28, <=50K
4225,27,0,233724,15,9,2,2,3,1,0,0,0,38,28, <=50K
4226,32,5,153963,15,9,5,5,0,1,1,0,0,35,28, <=50K
4227,51,6,88120,15,9,0,5,3,4,0,0,0,40,28, <=50K
4228,38,5,96330,6,11,5,2,0,4,1,0,0,40,28, <=50K
4229,41,6,66118,1,10,1,11,2,1,1,0,0,25,28, <=50K
4230,26,5,182178,1,10,1,13,1,1,0,2829,0,40,28, <=50K
4231,38,1,53628,6,11,5,8,0,1,0,0,0,35,28, <=50K
4232,54,5,174865,5,5,1,8,1,1,0,0,0,45,28, >50K
4233,30,5,66194,4,13,0,14,3,1,1,0,0,60,34, <=50K
4234,31,5,73796,1,10,4,8,0,1,1,0,0,30,28, <=50K
4235,26,4,28366,4,13,0,14,3,1,0,0,0,40,28, <=50K
4236,75,1,231741,7,16,1,14,1,1,0,4931,0,3,28, <=50K
4237,29,5,237865,11,14,0,11,5,4,0,0,0,40,28, <=50K
4238,61,5,195453,15,9,1,8,1,1,0,0,0,50,28, >50K
4239,24,5,116934,1,10,2,0,0,1,1,0,0,45,28, <=50K
4240,22,3,87867,9,8,0,10,3,1,0,0,0,30,28, <=50K
4241,34,5,456399,2,12,0,14,3,1,0,0,0,40,28, <=50K
4242,42,5,263608,1,10,5,13,5,1,0,0,0,40,28, <=50K
4243,24,5,263498,12,7,0,13,3,1,0,0,0,40,28, <=50K
4244,42,1,183765,2,12,1,0,1,1,0,0,0,40,36, <=50K
